TI,DO,pub_id
Anthropometric and aesthetic outcomes for the nasolabial region in 101 consecutive African children with unilateral cleft lip one year after repair using the anatomical subunit approximation technique.,10.1016/j.ijom.2017.05.022,28629945
Outcomes with a posterior reduced dental arch: a randomised controlled trial.,10.1111/joor.12549,28799171
"Prevalence and pattern of early childhood caries in Ibadan, Nigeria.",,26223142
Pattern of presentation and outcome of routine dental interventions in patients with halitosis.,10.4103/1117-1936.196264,28000643
A comparison of endodontic treatment outcomes between HIV-positive and HIV-negative patients.,,23951785
Maternal knowledge and awareness of factors affecting oral health in the paediatric population.,,Unknown
Analysis of reasons for extraction of endodontically treated teeth: a prospective study.,10.1016/j.joen.2011.07.002,22000453
Clinical correlates of a lateral-flow immunoassay oral risk indicator.,10.1902/jop.2013.130116,23600996
Normative and self-perceived orthodontic treatment need in Nigerian school children.,10.3109/00016357.2014.967721,25314121
Unilateral sagittal split mandibular ramus osteotomy: indications and geometry.,10.1016/j.bjoms.2015.10.029,26774360
Masticatory efficiency of shortened dental arch subjects with removable partial denture: A comparative study.,10.4103/1119-3077.181363,28406127
Coronal tissue loss in endodontically treated teeth.,,Unknown
Flare-up incidence and related factors in Nigerian adults.,10.5005/jp-journals-10024-1020,22186755
Clinical investigation of patient related factors in non carious cervical lesions.,,Unknown
Neutral zone or conventional mandibular complete dentures: a randomised crossover trial comparing oral health-related quality of life.,10.1111/joor.12533,28600815
[Prevalence of halitosis in patients with dental prostheses in Senegal].,,21870556
Effect of mineral trioxide aggregate and formocresol pulpotomy on vital primary teeth: a clinical and radiographic study.,10.4103/1119-3077.151071,25666010
Role of warm saline mouth rinse in prevention of alveolar osteitis: a randomized controlled trial.,,25807670
[Benign odontogenic tumours: epidemiological analysis of 97 cases in the Algerian population].,10.1016/j.revsto.2013.01.014,23838243
The effect of in-office vital bleaching and patient perception of the shade change.,,Unknown
Assessment of pain among a group of Nigerian dental patients.,10.1186/s13104-015-1226-5,26087661
An evaluation of root resorption after orthodontic treatment.,,Unknown
Early identification and management of mandibular canine ectopia.,,23193881
Randomized clinical study comparing metallic and glass fiber post in restoration of endodontically treated teeth.,10.4103/0970-9290.131126,24748301
Single visit root canal treatment: a prospective study.,10.4103/1119-3077.130210,24714002
Reconstruction of tooth-bearing portion of mandible using polyglactin 910 sutures for internal fixation in the third-world: functional and cosmetic outcome.,10.1007/s10006-016-0589-7,27796608
Comparing the 810nm diode laser with conventional surgery in orthodontic soft tissue procedures.,,24391225
ROUTINE RADIOGRAPHIC FINDINGS IN CLINICALLY HEALTHY EDENTULOUS JAW BONES OF PATIENTS SEEKING THEIR FIRST SET OF COMPLETE DENTURE PROSTHESES.,,26852456
Pain during root canal treatment: an investigation of patient modifying factors.,10.5005/jp-journals-10024-1050,22186866
Can autologous platelet-rich plasma gel enhance healing after surgical extraction of mandibular third molars?,10.1016/j.joms.2011.02.014,21550158
[Human papilloma viruses: other risk factor of head and neck carcinoma].,10.1007/s13149-016-0500-7,27325173
Clinical evaluation of 16% and 35% carbamide peroxide as in-office vital tooth whitening agents.,,Unknown
Impact of oral antibiotics on health-related quality of life after mandibular third molar surgery: An observational study.,10.4103/1119-3077.183235,29072245
Lip dimensions of an adult Nigerian population with normal occlusion.,10.5005/jp-journals-10024-1119,22665746
Periodontitis & sub-fertility; opinions and practices of Nigerian specialists.,,24488281
Oral health-related quality of life following third molar surgery with either oral administration or submucosal injection of prednisolone.,10.1007/s10006-016-0571-4,27447802
Oral diseases and diabetes: Nigerian medical and dental caregivers' perspective.,10.4103/1596-3519.158525,26470745
Mid-facial fractures: a 5-year retrospective review in a Nigerian teaching hospital.,,Unknown
Comparative study of the effect of warm saline mouth rinse on complications after dental extractions.,10.1016/j.ijom.2013.09.016,24314857
"Neoplastic Salivary Gland Lesions:A Retrospective Analysis of 135 Cases from Lagos State University Teaching Hospital, Ikeja, Lagos, Nigeria.",,26070826
Serum antioxidant vitamins and the risk of oral cancer in patients seen at a tertiary institution in Nigeria.,10.4103/1119-3077.94093,22437085
"Awareness, knowledge and attitude on cleft lip and palate among antenatal clinic attendees of tertiary hospitals in Nigeria.",10.4103/1119-3077.122822,24326798
Surgical outcome and complications following cleft lip and palate repair in a teaching hospital in Nigeria.,10.4103/0189-6725.125447,24469486
Ranulas: possible signs for HIV/AIDS? 1 year Ugandan descriptive study.,10.3109/00016357.2011.600709,21780970
Temporomandibular Joint Pain: Clinical Presentations and Response to Conservative Treatments in a Nigerian Tertiary Hospital.,10.4103/jispcd.JISPCD_7_17,28584778
Honey and wound dehiscence: a study of surgical wounds in the mandibular bed.,10.4103/1119-3077.151054,25666002
Oral Candida colonization in HIV-positive women: associated factors and changes following antiretroviral therapy.,10.1099/jmm.0.047522-0,23002070
Does concern about halitosis influence individual's oral hygiene practices?,10.4103/0300-1652.93799,22529509
"TEMPOROMANDIBULAR PAIN DYSFUNCTION SYNDROME IN PATIENTS ATTENDING LAGOS UNIVERSITY TEACHING HOSPITAL, LAGOS, NIGERIA.",,28344938
Impact of three malocclusion traits on the quality of life of orthodontic patients.,10.1016/j.ortho.2016.07.003,27553769
Influence of tonsil size on sagittal cephalometric measurements.,10.1016/j.ortho.2015.03.007,25986708
A comparative analysis of the level of cortisol and the number of teeth extracted among patients undergoing routine dental extraction.,10.4103/1119-3077.164356,27811437
Quality of life in treatment of mandibular fractures using closed reduction and maxillomandibular fixation in comparison with open reduction and internal fixation--a randomized prospective study.,10.1016/j.jcms.2014.06.021,25052733
Use of oral mucoperiosteal and pterygo-masseteric muscle flaps as interposition material in surgery of temporomandibular joint ankylosis: a comparative study.,10.4103/2141-9248.149782,25745573
Cysts of the oro-facial region: A Nigerian experience.,10.4103/0973-029X.98448,22923885
Evaluation of mineral trioxide aggregate (MTA) versus calcium hydroxide cement (Dycal(®) ) in the formation of a dentine bridge: a randomised controlled trial.,10.1111/j.1875-595X.2011.00084.x,22251035
An Audit of Malignant Oro-facial Tumors Presenting at a Tertiary Hospital in Lagos.,10.4103/2141-9248.181840,27213098
Prospective study of the quality of life after treatment of mandibular fractures.,10.1016/j.bjoms.2015.01.009,25682422
"[Correlations between colorimetric parameters of teeth, eyes and skin. Perspectives in the choice of tooth shade for complete denture].",,24380117
"THE PATTERN OF DENTAL CARIES IN CHILDREN IN PORT HARCOURT, NIGERIA.",,Unknown
The Efficacy of Calcium Hydroxide Powder mixed with 0.2% Chlorhexidine Digluconate or mixed with Normal Saline as Intracanal Medicament in the Treatment of Apical Periodontitis.,10.5005/jp-journals-10024-1737,26423502
Periodontal Disease Awareness and Knowledge among Nigerian Primary School Teachers.,10.4103/2141-9248.165257,26500791
"ORAL HEALTH AWARENESS AND PRACTICES OF PRIMARY SCHOOL TEACHERS IN IBADAN, NIGERIA.",,26587522
"Association between Periodontal Status, Oral Hygiene Status and Tooth Wear among Adult Male Population in Benin City, Nigeria.",10.4103/2141-9248.113652,23919180
"Oral self-care practices among university students in Port Harcourt, Rivers State.",10.4103/0300-1652.144703,25538367
"Pattern of demand for endodontic treatment by adult patients in port-harcourt, South-South Nigeria.",,25452991
Evaluation of cortisol concentrations in saliva as a measure of stress in patients having routine dental extractions.,10.1016/j.bjoms.2015.03.011,25886877
"Prevalence of dental caries and oral hygiene status of a screened population in Port Harcourt, Rivers State, Nigeria.",10.4103/2231-0762.151979,25767769
"Temporomandibular joint dislocation: experiences from Zaria, Nigeria.",10.5125/jkaoms.2014.40.3.111,25045637
Dentinal sensitivity among a selected group of young adults in Nigeria.,10.4103/0300-1652.86136,22083308
Analysis of tooth mortality among nigerian children in a tertiary hospital setting.,10.4103/2141-9248.133457,24971206
"Dental care knowledge and practice of a group of health workers in benin city, Nigeria.",10.4103/2141-9248.141977,25364607
Periodontal Status and Some Variables among Pregnant Women in a Nigeria Tertiary Institution.,10.4103/2141-9248.144876,25506475
A prospective clinical evaluation of the longevity of resorbable sutures in oral surgical procedures.,10.4103/1119-3077.113457,23771456
Are systemic antibiotics necessary in the prevention of wound healing complications after intra-alveolar dental extraction?,10.1016/j.ijom.2016.08.023,27746007
Dental caries management at a rural district hospital in northern Rwanda: a neglected disease.,10.5588/pha.15.0022,26399283
Dental Care Risk Management Provided by Social Protection Institutions of Senegal.,10.4081/jphia.2015.564,28299147
Pathogenic characteristics of Candida albicans isolated from oral cavities of denture wearers and cancer patients wearing oral prostheses.,10.1016/j.micpath.2017.06.036,28655563
The effectiveness of oral health education conducted at a rural community market setting.,,Unknown
Prevalence of dental caries in a nigerian rural community: a preliminary local survey.,,Unknown
Denture care practice among patients attending the prosthetic clinic in a Nigerian teaching hospital.,10.4103/0300-1652.160395,26229229
Could periodontitis affect time to conception?,10.4103/2141-9248.141567,25328800
Effect of non-surgical periodontal therapy on the concentration of volatile sulfur compound in mouth air of a group of nigerian young adults.,10.4103/2141-9248.117951,24116328
Alveolar Osteitis: Patients' compliance to post-extraction instructions following extraction of molar teeth.,10.4103/0300-1652.122360,24403713
Toothache and self-medication practices: a study of patients attending a niger delta tertiary hospital in Nigeria.,10.4103/2141-9248.144896,25506481
Indications and risk factors for complications of lower third molar surgery in a nigerian teaching hospital.,10.4103/2141-9248.144919,25506490
Oral health status of a sample of prisoners in enugu: a disadvantaged population.,10.4103/2141-9248.139365,25221723
"A comparative study of the oral hygiene status of smokers and non-smokers in Ibadan, Oyo state.",10.4103/0300-1652.119627,24249949
"Dental Caries and Associated Factors in Children Aged 2-4 Years Old in Mbeya City, Tanzania.",,28620634
"A prospective clinical evaluation of the effects of chlorhexidine, warm saline mouth washes and microbial growth on intraoral sutures.",10.1007/s12663-014-0666-0,26028872
Patient/parent expectations of orthodontic treatment.,10.1016/j.ortho.2016.12.005,28214278
Preoperative administration of 0.2% chlorhexidine mouthrinse reduces the risk of bacteraemia associated with intra-alveolar tooth extraction.,10.1016/j.jcms.2014.06.015,25028067
Indications and outcome of mandibular condylar and ramus surgeries.,10.4103/1117-6806.137298,25191096
Comparative study of effect of single and multiple suture techniques on inflammatory complications after third molar surgery.,10.1016/j.joms.2010.05.009,20950914
Early response to medical treatment of trigeminal neuralgia in a Nigerian population.,10.4103/0300-1652.171618,26903693
Global self-rating of oral health as summary tool for oral health evaluation in low-resource settings.,10.4103/2231-0762.156516,25984461
[Factors Associated with periodontal disease in pregnant women at the Mother-Child Hospital of Lagune (HOMEL) Cotonou].,,30049128
Prophylaxis versus pre-emptive antibiotics in third molar surgery: a randomised control study.,,Unknown
"Dry socket: incidence, clinical features, and predisposing factors.",10.1155/2014/796102,24987419
"A comparative study of amoxicillin, clindamycin and chlorhexidine in the prevention of post-extraction bacteraemia.",10.5830/CVJA-2012-049,23108516
FACTORS ASSOCIATED WITH ODONTOGENIC BACTERAEMIA IN ORTHODONTIC PATIENTS.,,28344947
Quality of life following surgical treatment of oral cancers.,10.5125/jkaoms.2015.41.1.19,25741464
Immediate reconstruction of the mandible after resection for aggressive odontogenic tumours: a cohort study.,10.1016/j.ijom.2012.07.010,22898314
"Self rating of oral health status by student dental surgeon assistants in ibadan, Nigeria - a pilot survey.",,25161417
Prosthetic rehabilitation of patients with maxillary defects in a nigerian tertiary hospital.,10.4103/2141-9248.139352,25221718
Relationships between CD4+ Counts and the Presence of Oral Lesions in Human Immunodeficiency Virus Positive Women in Nigeria.,10.4103/2141-9248.139325,25221707
an evaluation of the possible relationship between chronic periodontitis and hypertension.,,Unknown
Risk Factors for Apical Periodontitis Sub-Urban Adult Population.,,26259158
Reconstruction of mandibular defects using nonvascularized autogenous bone graft in nigerians.,10.4103/1117-6806.137309,25191100
Virulence of oral Candida isolated from HIV-positive women with oral candidiasis and asymptomatic carriers.,10.1016/j.oooo.2014.07.004,25201119
"REASONS FOR LOSS OF THE PERMANENT TEETH IN PATIENTS IN KANO, NORTH WESTERN NIGERIA.",,29951465
A Prospective Randomized Clinical Study of the Influence of Primary Closure or Dressing on Post-operative Morbidity after Mandibular Third Molar Surgery.,10.4103/1117-6806.137288,25191094
ORAL HEALTH QUALITY OF LIFE IN A NIGERIAN UNIVERSITY UNDERGRADUATE POPULATION.,,Unknown
Incidence of postoperative pain after use of calcium hydroxide mixed with normal saline or 0.2% chlorhexidine digluconate as intracanal medicament in the treatment of apical periodontitis.,10.1016/j.sdentj.2015.01.007,26644753
"Effect of age, sex and level of surgical difficulty on inflammatory complications after third molar surgery.",10.1007/s12663-013-0586-4,25729220
Knowledge and Antibiotics Prescription Pattern among Ugandan Oral Health Care Providers: A Cross-sectional Survey.,10.5681/joddd.2011.013,23019511
Oral Health-Related Quality of Life Following Third Molar Surgery in an African Population.,10.4103/ccd.ccd_435_17,29326504
"Fibro-osseous lesions of the jaws in Ibadan, Nigeria.",,Unknown
BANA-Positive Plaque Samples Are Associated with Oral Hygiene Practices and Not CD4+ T Cell Counts in HIV-Positive Patients.,10.1155/2012/157641,23258979
"Periodontal Condition and Treatment Needs of Some Pregnant Women in Ibadan, Nigeria.",10.4103/2141-9248.157514,26097764
Oral symptoms significantly higher among long-term khat (Catha edulis) users in Ethiopia.,10.4178/epih/e2015009,25773437
Assessing the validity and reliability of the Malagasy version of Oral Impacts on Daily Performance (OIDP): a cross-sectional study.,10.1186/s13030-016-0087-z,28184240
Effect of submucosal or oral administration of prednisolone on postoperative sequelae following surgical extraction of impacted mandibular third molar: A randomized controlled study.,10.4103/0300-1652.190599,27833246
Rare craniofacial cleft in a dark-skinned African population.,10.4103/0300-1652.218415,29238124
Focal Reactive lesions of the Gingiva: An Analysis of 314 cases at a tertiary Health Institution in Nigeria.,,Unknown
Trend in prosthetic rehabilitation of partially edentulous patients in a Nigerian teaching hospital.,,Unknown
"Patterns, severity, and management of maxillofacial injuries in a suburban South Western Nigeria tertiary center.",10.4103/1117-6806.152732,25838765
A Survey of the Knowledge of Dental Implants as a Choice in Treatment of Edentulous Jaws among Health Workers in Government Dental Clinics in Enugu.,,23209960
Dental Arch Dimensions of Nigerian Children with Hypertrophied Adenoids.,10.5152/TurkJOrthod.2017.17019,30112491
"Comparative Efficacy of Amoxicillin/Clavulanic Acid and Levofloxacin in the Reduction of Postsurgical Sequelae After Third Molar Surgery: A Randomized, Double-Blind, Clinical Trial in a Nigerian University Teaching Hospital.",10.4103/1117-6806.179830,27843268
DENTAL IMPLANT TREATMENT AT A NIGERIAN TEACHING HOSPITAL.,,Unknown
Quality of life of patients surgically treated for ameloblastoma.,10.4103/0300-1652.182069,27226682
"Dental Caries, and Supragingival Plaque and Calculus among Students, Tanga, Tanzania.",10.5402/2012/245296,22461985
Self-Evaluated Dental Appearance Satisfaction among Young Adults.,10.4103/2141-9248.139339,25221713
Knowledge and attitude of some nigerian school teachers on the emergency management of avulsed permanent incisor.,,26046024
"Trend of posterior teeth restoration at ibadan, Nigeria.",,26046026
Influence of cancer treatment on the Candida albicans isolated from the oral cavities of cancer patients.,10.1007/s00520-015-3035-8,26638003
Orthodontic treatment complexity and need in a Nigerian teaching hospital.,,Unknown
Head and Neck Cancers Case Control Study of HIV Positive Compared to Negative Patients in a Ugandan Population Sample.,10.11648/j.ijcoms.20170304.11,32051919
ASSOCIATION OF EARLY CHILDHOOD CARIES WITH BREASTFEEDING AND BOTTLE FEEDING IN SOUTHWESTERN NIGERIAN CHILDREN OF PRESCHOOL AGE.,,26587516
"Clinical Evaluation of the Efficacy of Arthocare Forte, a Chondro-Protective and Anti-Arthritic Drug in the Management of Bacterial Plaque-Induced Chronic Periodontitis.",10.4103/2141-9248.157481,26097755
"Psychosocial aspect of anterior tooth discoloration among adolescents in igbo-ora, southwestern Nigeria.",,25161491
"Assessment and determination of human mandibular and dental arch profiles in subjects with lower third molar impaction in Port Harcourt, Nigeria.",10.4103/2231-0746.92775,23482900
"A Retrospective Evaluation of the Class of Malocclusion amongst Orthodontic Patients at the University Of Nigeria Teaching Hospital (UNTH), Enugu, Nigeria.",,23209962
Community Mobilization and Awareness Creation for Orofacial Cleft Services: A Survey of Nigerian Cleft Service Providers.,10.1155/2014/140713,27350971
EXPERIENCE WITH miniplate osteosynthesis in THE MANAGEMENT OF mandibular fractures IN NORTHWEST NIGERIA.,,27830123
"Pattern of Assault-induced Oral and Maxillofacial Injuries in Ado-Ekiti, Nigeria.",10.4103/1117-6806.103114,24027401
[Isolated mandibular fractures study's in the CHU-OS of Bamako: 55 cases].,,30049143
Malocclusion Pattern (Angle's) in Mauritian Orthodontic Patients.,10.5402/2012/210306,22655203
TREATMENT OUTCOME OF SHORT DENTAL IMPLANTS.,,Unknown
"Cleft lip and palate: Parental experiences of stigma, discrimination, and social/structural inequalities.",10.4103/2231-0746.200336,28299257
Evaluation of the haemodynamic and metabolic effects of local anaesthetic agent in routine dental extractions.,10.1007/s12663-012-0449-4,24431882
Dental implant as an option for tooth replacement: The awareness of patients at a tertiary hospital in a developing country.,10.4103/0976-237X.137914,25191063
Intra-Operative Airway Management in Patients with Maxillofacial Trauma having Reduction and Immobilization of Facial Fractures.,10.4103/1117-6806.152721,25838762
Updates on the epidemiology and pattern of traumatic maxillofacial injuries in a nigerian university teaching hospital: a 12-month prospective cohort in-hospital outcome study.,10.1055/s-0034-1384740,25709753
"PATTERN OF ASSAULT-RELATED MAXILLOFACIAL INJURIES TREATED AT THE GENERAL HOSPITAL, LAGOS, NIGERIA.",,28856125
Profile of chronic and aggressive periodontitis among Senegalese.,10.5051/jpis.2011.41.6.279,22324005
Prevalence and analysis of factors related to ooccurrence of pulp stone in adult restorative patients.,,23209949
Oral lesions and their association with CD4 count and viral load in HIV positive Nigerian children.,,24390016
Some socio-demographic attributes as covariates in tooth wear among males in a rural community in Nigeria.,,Unknown
A clinical study of the effectiveness of two different 10% carbamide peroxide bleaching products: a 6-month followup.,10.1155/2011/167525,21747855
A clinical study of the effectiveness of a light emitting diode system on tooth bleaching.,10.2174/1874210601206010143,23056159
"In vivo Spectrophotometric Assessment of the Tooth Whitening Effectiveness of Nite White 10% with Amorphous Calcium Phosphate, Potassium Nitrate and Fluoride, Over a 6-month Period.",10.2174/1874210601105010018,21566718
PATTERN OF AGENESIS AND MORPHOLOGIC VARIATION OF THE MAXILLARY LATERAL INCISORS IN NIGERIAN ORTHODONTIC PATIENTS.,,29951456
"AN AUDIT OF ORAL AND MAXILLOFACIAL PROCEDURES UNDER GENERAL ANAESTHESIA AT THE UNIVERSITY COLLEGE HOSPITAL IBADAN, NIGERIA.",,29951454
[Maxillary ameloblastoma at the odonto-stomatology University Hospital in Bamako].,,30079662
THE STANDARD OF PLAYGROUNDS AND SAFETY MEASURES IN PREVENTION OF TRAUMATIC DENTAL INJURIES IN NIGERIAN PRIMARY SCHOOLS.,,27182512
Cervicofacial infection in a Nigerian tertiary health institution: a retrospective analysis of 77 cases.,10.5125/jkaoms.2015.41.6.293,26734555
"Osteogenesis imperfecta in a pediatric surgical center in dakar, senegal: clinical and radiological aspects.",,Unknown
A comparative clinical evaluation of the effect of preoperative and postoperative antimicrobial therapy on postoperative sequelae after impacted mandibular third molar extraction.,10.5037/jomr.2014.5202,25089174
Maxillofacial injuries among trauma patients undergoing head computerized tomography; A Ugandan experience.,10.4103/2229-5151.219950,29291177
PERCEPTION AND UTILIZATION OF ORAL HISTOPATHOLOGY SERVICES BY GENERAL PRACTICE DENTIST IN SOUTHWEST NIGERIA.,,29556164
SELF REPORTED TOOTH DISCOLORATIONS AMONG PATIENTS SEEN AT DENTAL CENTER UNIVERSITY COLLEGE HOSPITAL IBADAN.,,27830134
CEPHALOMETRIC ASSESSMENT OF HYOID BONE POSITION IN NIGERIAN PATIENTS WITH BIMAXILLARY INCISOR PROCLINATION.,,29181368
Postoperative complications from primary repair of cleft lip and palate in a semi-urban Nigerian teaching hospital.,10.4103/0300-1652.184059,27397954
[Not Available].,10.1016/j.ortho.2016.07.010,27553768
Analysis of occlusal vertical dimension and mandibular Basal bone height in a nigerian population.,10.1155/2014/584508,25371824
"One-year clinical evaluation of the bonding effectiveness of a one-step, self-etch adhesive in noncarious cervical lesion therapy.",10.1155/2015/984065,25810720
Comparative study of anxiety and depression following maxillofacial and orthopedic injuries. Study from a Nigerian University Teaching Hospital.,10.1002/cre2.90,29744204
Developing students' clinical reasoning skills: correlates of perceived relevance of two teaching and learning approaches.,10.1111/eje.12178,26663606
Intranasal Midazolam Sedation in a Pediatric Emergency Dental Clinic.,10.2344/15-00016.1,27585415
Psychological Distress and Emotional Pain Among Adult Attendees of a Dental Clinic: A Case-Control Study.,10.4081/mi.2016.6006,27403272
A Comparative Study of Palatal Rugae Patterns among Igbo and Ikwerre Ethnic Groups of Nigeria: A University of Port Harcourt Study.,10.1155/2014/123925,25276430
A comparative study of quality of life of families with children born with cleft lip and/or palate before and after surgical treatment.,10.5125/jkaoms.2017.43.4.247,28875139
"Emerging Trends in the Epidemiological Pattern of Head and Neck Cancers in Lagos, Nigeria.",10.4103/amhsr.amhsr_30_16,28503348
Maxillofacial fractures in a budding teaching hospital: a study of pattern of presentation and care.,10.11604/pamj.2017.26.218.11621,28690732
Developing a visual rating chart for the esthetic outcome of unilateral cleft lip and palate repair.,10.4103/2231-0746.161060,26389035
The influence of demographic factors and medical conditions on patients complaints with complete dentures.,,25161408
The effects of ambient temperature and mixing time of glass ionomer cement material on the survival rate of proximal ART restorations in primary molars.,10.4103/0976-237X.128658,24808692
Assessment of Intraoperative Blood Loss during Oral and Maxillofacial Surgical Procedures in a Nigerian Tertiary Health Care Center.,10.1155/2014/301467,25258698
Relationship between periodontal disease and preterm low birth weight: systematic review.,10.11604/pamj.2016.24.215.8727,27800070
Cystic lymphoid hyperplasia: an orofacial lesion strongly associated with HIV and AIDS.,10.1111/his.12094,23614399
Incidental maxillary sinus findings on cranial computerized tomographic scan in a tropical setting.,,Unknown
Oral cavity squamous cell carcinoma metastasis to the submandibular gland.,10.1017/S0022215111002660,22017858
Association of salivary RANKL and osteoprotegerin levels with periodontal health.,10.1002/cre2.49,29744178
Randomized Controlled Trial comparing Dressing and No Dressing of Surgical Wound after Cleft Lip Repair.,10.5005/jp-journals-10024-1721,26329410
Salivary immunoglobulin classes in Nigerian smokers with periodontitis.,10.4331/wjbc.v3.i10.180,23115655
Comparison of the treatment outcomes of the conventional stainless steel crown restorations and the hall technique in the treatment of carious primary molars.,10.4103/njcp.njcp_460_20,33851682
Noma (cancrum oris): An unresolved global challenge.,10.1111/prd.12275,31090145
"Dental Caries, Traumatic Dental Injuries and Gingivitis among Street-Children in Kano, Nigeria.",,36260498
"Risk factors for diagnosed noma in northwest Nigeria: A case-control study, 2017.",10.1371/journal.pntd.0006631,30138374
Dental Trauma in Adult and Elderly Nigerians: A National Survey.,,Unknown
"Non-syndromic cleft lip and/or cleft palate: Epidemiology and risk factors in Lubumbashi (DR Congo), a case-control study.",10.1016/j.jcms.2018.05.006,29802056
Cost-effectiveness and efficacy of fluoride varnish for caries prevention in South African children: A cluster-randomized controlled community trial.,10.1111/cdoe.12702,34676577
"Prevalence of Malocclusion in Children between the Age of 10-15 Years in Calabar Metropolis, Cross River.",,34922409
Translation and Validation of the Nigerian Pidgin English Version of the Early Childhood Oral Health Impact Scale (NAIJA ECOHIS).,,30027995
Knowledge and attitude to dental implant placement amongst a group of Nigerian dentist.,10.4314/ahs.v22i2.77,36407332
An Evaluation of a Supervised School Tooth Brushing Program on Plaque and Gingival Scores of a Group of Rural Nigerian Primary School Children.,,35633623
"Assessment of the informed consent process in the provision of dental care in Mulago hospital, Uganda.",10.1186/s12903-022-02550-2,36384520
[Evaluation of motivational factors of adolescent patients for orthodontic treatment using the Q methodology].,10.1684/orthodfr.2021.69,35031530
Relationship between Playing of Wind Musical Instruments and Symptoms of Temporomandibular Joint Disorders in a Male Nigerian Adult Population.,,Unknown
Access to root canal treatment in a Nigerian sub-population: assessment of the effect of dental health insurance.,10.4314/ahs.v21i1.57,34394329
Survival rates of head and neck cancers in Ghana: a retrospective study at the Komfo Anokye Teaching Hospital.,10.1186/s13104-020-05233-9,32847613
Oral hygiene in stroke survivors undergoing rehabilitation: does upper extremity motor function matters?,10.1080/10749357.2020.1845013,33164693
Giant Ameloblastoma and the Risk of Recurrence: Experiences from a Tertiary Hospital.,,35488879
Salivary gland neoplasms: A 10-year review of a major referral center in Ghana.,10.1016/j.oooo.2020.08.010,32981870
Social distance towards halitosis sufferers.,,31814382
Comparison of dental arch measurements according to the grade and the obstructive character of adenoids.,10.1016/j.ortho.2019.03.016,30987957
[Relationships between the size of the adenoids and the dental arch measurements].,10.1051/orthodfr/2018037,30565559
The impact of playing wind musical instruments on the dental arch dimensions in a male west african population.,10.4103/njcp.njcp_43_20,32788490
Recurrent tumors of ameloblastoma: Clinicopathologic features and diagnostic outcome.,10.4103/njcp.njcp_82_22,Unknown
Dental Anomalies Associated with Orofacial Cleft among a Group of Individuals in Northwestern Nigeria.,,33463699
Do Health-Seeking Populations Know the Link Between Human Papillomavirus and Oropharyngeal Cancer? A Cross-Sectional Study in a Nigerian Population.,10.1177/0272684X211006616,33818212
Neurogenic Tumors of the Oral and Maxillofacial Region in a Nigerian Population.,,Unknown
Primary minor salivary gland tumors: A retrospective review of cases seen in a tertiary institution in South East Nigeria.,10.4103/njcp.njcp_1639_21,35295062
Knowledge of Environmental and Genetic Risk Factors for Cleft Lip and Palate among Dwellers of a Suburban Community in Nigeria.,,Unknown
The prevalence of second canals in the mesiobuccal root of maxillary molars: A cone beam computed tomography study.,10.1111/aej.12263,29573065
Evaluation of Complete Pulpotomy With Biodentine on Mature Permanent Molars With Signs and Symptoms of Symptomatic Irreversible Pulpitis: 12-months Follow-up.,10.1016/j.joen.2021.12.008,34974080
Genome-Wide Scan for Parent-of-Origin Effects in a sub-Saharan African Cohort With Nonsyndromic Cleft Lip and/or Cleft Palate (CL/P).,10.1177/10556656211036316,34382870
Treatment Outcome and Root Canal Preparation Techniques: 5-Year Follow-Up.,10.1016/j.identj.2022.08.008,36153168
Cyanoacrylate tissue adhesive or silk suture for closure of surgical wound following removal of an impacted mandibular third molar: A randomized controlled study.,10.1016/j.jcms.2018.10.018,30501926
Patient Perception following Alloplastic Total Temporomandibular Joint Replacement.,10.4103/ams.ams_182_17,29963430
"Comparative Analgesic Effects of Ibuprofen, Celecoxib and Tramadol after third Molar Surgery: A Randomized Double Blind Controlled Trial.",,30602637
[Prevalence Of Tooth Decay In Children From Age 3 To 14 At The Department Of Odontology Of Militairy Hopital Of Bamako (IHB) In Mali].,,35897234
Epidemiology and clinical profile of individuals with cleft lip and palate utilising specialised academic treatment centres in South Africa.,10.1371/journal.pone.0215931,31071123
"Impact of oral hygiene habits on oral health-related quality of life of in-school adolescents in Ibadan, Nigeria.",10.3389/froh.2022.979674,36338573
In vivo investigation of diode laser application on red complex bacteria in non-surgical periodontal therapy: a split-mouth randomised control trial.,10.1038/s41598-020-78435-7,33277607
Comparative analgesic efficacy and tolerability of celecoxib and tramadol on postoperative pain after mandibular third molar extraction: A double blind randomized controlled trial.,10.4103/njcp.njcp_544_18,31187764
Effects of maxillomandibular fixation and rigid internal fixation on pulmonary function in patients with mandibular fractures.,10.1016/j.ijom.2020.01.027,32061431
Impact of the Brush Day & Night Programme on Oral Health Knowledge and Behaviour in Children.,10.1016/j.identj.2021.01.014,33678400
"Factors Associated With Oral Cancer Adverse Outcome at the Rwanda Military Hospital, a Retrospective Cross-Sectional Study.",10.3389/froh.2022.844254,35368313
Characterization of high risk human papilloma virus genotypes associated with oropharyngeal cancers in a Nigerian population.,10.11604/pamj.2021.38.40.27309,33777308
Investigating the relationship between cancer and orofacial clefts using GWAS significant loci for cancers: A case-control and case-triad study.,10.3389/froh.2022.915361,35990505
Association Between Periodontitis and Preterm Birth in a Cohort of Pregnant Women in Ivory Coast.,10.3290/j.ohpd.b3464893,36259439
